user_id,variant,converted,revenue,time_on_page_sec,events_count,bounce
c-02168,control,0,0.0,141.0,1,0
c-02169,control,0,0.0,164.2,3,1
c-02170,control,0,0.0,163.9,4,0
c-02171,control,0,0.0,156.5,1,1
c-02172,control,0,0.0,124.3,4,1
c-02173,control,0,0.0,243.7,2,1
c-02174,control,0,0.0,192.0,7,1
c-02175,control,0,0.0,171.0,4,0
c-02176,control,0,0.0,210.3,3,0
c-02177,control,0,0.0,198.8,7,1
c-02178,control,0,0.0,191.0,2,1
c-02179,control,1,73.0,207.4,5,1
c-02180,control,0,0.0,185.4,5,0
c-02181,control,1,41.22,206.8,0,1
c-02182,control,0,0.0,210.1,2,0
c-02183,control,0,0.0,186.5,2,0
c-02184,control,0,0.0,171.2,4,1
c-02185,control,0,0.0,241.2,4,0
c-02186,control,0,0.0,160.9,3,0
c-02187,control,0,0.0,195.7,2,0
c-02188,control,0,0.0,196.6,2,1
c-02189,control,1,43.51,155.6,5,0
c-02190,control,0,0.0,147.7,1,0
c-02191,control,0,0.0,165.8,4,0
c-02192,control,0,0.0,160.3,4,1
c-02193,control,0,0.0,121.7,5,0
c-02194,control,0,0.0,153.9,4,1
c-02195,control,0,0.0,190.6,2,1
c-02196,control,0,0.0,230.6,3,0
c-02197,control,0,0.0,202.2,5,0
c-02198,control,0,0.0,76.0,3,0
c-02199,control,0,0.0,205.7,3,0
c-02200,control,0,0.0,157.7,3,0
c-02201,control,1,64.33,198.1,1,1
c-02202,control,0,0.0,179.4,4,0
c-02203,control,0,0.0,172.3,5,0
c-02204,control,0,0.0,175.9,4,0
c-02205,control,0,0.0,179.1,1,0
c-02206,control,0,0.0,233.8,4,0
c-02207,control,0,0.0,179.2,3,0
c-02208,control,0,0.0,223.4,1,1
c-02209,control,0,0.0,217.6,2,0
c-02210,control,1,44.94,206.7,1,0
c-02211,control,0,0.0,108.5,2,1
c-02212,control,0,0.0,224.7,1,0
c-02213,control,0,0.0,161.7,0,1
c-02214,control,1,44.0,208.6,2,0
c-02215,control,0,0.0,141.1,8,0
c-02216,control,0,0.0,132.6,3,0
c-02217,control,1,49.14,259.1,2,1
c-02218,control,1,69.96,141.7,2,1
c-02219,control,0,0.0,225.8,2,0
c-02220,control,0,0.0,184.7,2,0
c-02221,control,0,0.0,163.2,3,0
c-02222,control,0,0.0,178.2,4,0
c-02223,control,0,0.0,128.0,4,0
c-02224,control,0,0.0,179.4,4,1
c-02225,control,0,0.0,136.7,3,0
c-02226,control,0,0.0,164.2,3,0
c-02227,control,0,0.0,217.0,5,1
c-02228,control,0,0.0,190.2,0,0
c-02229,control,0,0.0,120.7,1,1
c-02230,control,0,0.0,214.1,6,0
c-02231,control,0,0.0,179.7,6,1
c-02232,control,0,0.0,158.3,2,0
c-02233,control,1,102.61,209.9,0,0
c-02234,control,0,0.0,173.3,4,0
c-02235,control,0,0.0,133.4,4,1
c-02236,control,0,0.0,253.9,3,0
c-02237,control,0,0.0,179.3,2,0
c-02238,control,0,0.0,176.7,2,0
c-02239,control,0,0.0,163.8,4,0
c-02240,control,0,0.0,227.2,1,1
c-02241,control,0,0.0,159.0,3,1
c-02242,control,0,0.0,118.2,4,1
c-02243,control,0,0.0,152.9,3,0
c-02244,control,0,0.0,233.1,1,1
c-02245,control,0,0.0,213.3,2,0
c-02246,control,0,0.0,169.8,5,0
c-02247,control,0,0.0,234.9,1,0
c-02248,control,0,0.0,209.9,1,1
c-02249,control,0,0.0,169.3,3,1
c-02250,control,0,0.0,173.4,4,0
c-02251,control,0,0.0,193.2,2,1
c-02252,control,0,0.0,146.7,2,1
c-02253,control,0,0.0,180.2,5,1
c-02254,control,1,63.65,192.3,3,1
c-02255,control,0,0.0,112.5,3,0
c-02256,control,1,70.21,172.4,3,0
c-02257,control,0,0.0,167.9,6,1
c-02258,control,0,0.0,221.1,2,1
c-02259,control,0,0.0,106.2,1,0
c-02260,control,0,0.0,164.7,3,1
c-02261,control,1,44.7,160.7,1,1
c-02262,control,0,0.0,218.4,4,0
c-02263,control,0,0.0,178.3,1,0
c-02264,control,0,0.0,251.8,6,0
c-02265,control,0,0.0,206.5,4,0
c-02266,control,0,0.0,163.6,1,0
c-02267,control,0,0.0,189.6,2,0
c-02268,control,0,0.0,165.8,1,1
c-02269,control,0,0.0,214.4,1,0
c-02270,control,0,0.0,126.7,3,1
c-02271,control,0,0.0,147.1,1,0
c-02272,control,0,0.0,198.2,4,1
c-02273,control,0,0.0,229.0,3,0
c-02274,control,0,0.0,91.9,3,1
c-02275,control,0,0.0,235.0,3,0
c-02276,control,0,0.0,174.4,2,0
c-02277,control,0,0.0,104.6,3,0
c-02278,control,0,0.0,59.9,4,0
c-02279,control,0,0.0,118.8,2,1
c-02280,control,0,0.0,179.2,4,0
c-02281,control,0,0.0,177.4,2,1
c-02282,control,0,0.0,205.3,3,0
c-02283,control,0,0.0,158.0,8,0
c-02284,control,0,0.0,135.7,2,1
c-02285,control,0,0.0,163.5,8,0
c-02286,control,0,0.0,181.3,4,1
c-02287,control,0,0.0,189.2,4,0
c-02288,control,0,0.0,148.4,1,0
c-02289,control,0,0.0,216.1,7,1
c-02290,control,1,35.57,155.1,3,0
c-02291,control,0,0.0,145.2,3,1
c-02292,control,0,0.0,158.3,2,0
c-02293,control,0,0.0,223.0,1,1
c-02294,control,0,0.0,174.7,2,0
c-02295,control,0,0.0,152.2,3,0
c-02296,control,0,0.0,217.0,7,0
c-02297,control,0,0.0,265.7,1,1
c-02298,control,0,0.0,188.4,3,1
c-02299,control,0,0.0,229.4,5,1
c-02300,control,1,65.65,221.4,0,1
c-02301,control,0,0.0,155.8,3,1
c-02302,control,0,0.0,181.1,1,1
c-02303,control,0,0.0,128.7,1,0
c-02304,control,0,0.0,171.8,4,0
c-02305,control,0,0.0,155.0,0,1
c-02306,control,0,0.0,163.9,7,0
c-02307,control,0,0.0,150.0,3,1
c-02308,control,0,0.0,168.5,1,0
c-02309,control,0,0.0,201.3,3,0
c-02310,control,1,52.83,175.2,1,1
c-02311,control,0,0.0,105.4,2,0
c-02312,control,0,0.0,150.2,7,1
c-02313,control,0,0.0,119.2,1,1
c-02314,control,0,0.0,189.8,0,1
c-02315,control,0,0.0,200.1,5,1
c-02316,control,0,0.0,190.3,2,0
c-02317,control,0,0.0,148.5,6,0
c-02318,control,0,0.0,189.9,4,1
c-02319,control,1,25.79,161.2,3,0
c-02320,control,0,0.0,134.5,5,0
c-02321,control,0,0.0,209.7,1,0
c-02322,control,0,0.0,212.7,5,1
c-02323,control,0,0.0,218.0,4,1
c-02324,control,0,0.0,155.7,3,0
c-02325,control,1,42.2,227.2,2,0
c-02326,control,0,0.0,160.3,4,1
c-02327,control,0,0.0,206.1,2,0
c-02328,control,0,0.0,159.6,5,0
c-02329,control,0,0.0,171.0,3,0
c-02330,control,0,0.0,83.2,2,1
c-02331,control,0,0.0,167.9,4,0
c-02332,control,0,0.0,183.6,2,0
c-02333,control,0,0.0,163.6,2,0
c-02334,control,0,0.0,250.2,2,0
c-02335,control,0,0.0,133.5,3,1
c-02336,control,0,0.0,157.5,4,1
c-02337,control,0,0.0,143.8,1,1
c-02338,control,0,0.0,157.4,5,0
c-02339,control,0,0.0,221.3,0,0
c-02340,control,0,0.0,239.1,0,0
c-02341,control,0,0.0,152.0,4,0
c-02342,control,0,0.0,151.1,0,1
c-02343,control,0,0.0,133.7,3,0
c-02344,control,0,0.0,232.3,2,1
c-02345,control,0,0.0,224.8,1,0
c-02346,control,0,0.0,175.8,1,0
c-02347,control,0,0.0,124.2,6,0
c-02348,control,0,0.0,127.7,4,0
c-02349,control,0,0.0,186.8,0,0
c-02350,control,0,0.0,202.0,1,0
c-02351,control,0,0.0,97.4,2,1
c-02352,control,0,0.0,167.1,1,0
c-02353,control,0,0.0,244.7,6,0
c-02354,control,0,0.0,171.3,1,0
c-02355,control,0,0.0,239.6,3,0
c-02356,control,0,0.0,206.0,3,1
c-02357,control,0,0.0,136.6,3,0
c-02358,control,1,47.12,168.3,6,1
c-02359,control,0,0.0,174.9,1,1
c-02360,control,0,0.0,141.9,4,0
c-02361,control,0,0.0,141.2,0,0
c-02362,control,0,0.0,240.3,1,0
c-02363,control,0,0.0,140.9,2,0
c-02364,control,0,0.0,223.1,2,0
c-02365,control,0,0.0,162.5,3,1
c-02366,control,0,0.0,179.0,7,1
c-02367,control,0,0.0,202.5,4,0
c-02368,control,0,0.0,156.1,4,1
c-02369,control,0,0.0,202.7,2,1
c-02370,control,0,0.0,98.1,7,0
c-02371,control,0,0.0,197.6,2,0
c-02372,control,0,0.0,81.3,5,0
c-02373,control,0,0.0,170.9,4,0
c-02374,control,0,0.0,214.2,5,0
c-02375,control,0,0.0,204.9,3,0
c-02376,control,0,0.0,128.1,7,1
c-02377,control,0,0.0,133.2,2,0
c-02378,control,0,0.0,152.5,7,1
c-02379,control,0,0.0,187.4,7,0
c-02380,control,0,0.0,98.7,1,0
c-02381,control,0,0.0,179.5,4,0
c-02382,control,0,0.0,192.5,5,0
c-02383,control,0,0.0,168.7,2,0
c-02384,control,0,0.0,201.0,1,0
c-02385,control,0,0.0,188.9,1,0
c-02386,control,1,38.87,158.3,4,0
c-02387,control,0,0.0,102.6,0,0
c-02388,control,0,0.0,185.3,2,0
c-02389,control,0,0.0,141.9,3,0
c-02390,control,0,0.0,156.9,4,0
c-02391,control,0,0.0,199.2,2,0
c-02392,control,0,0.0,236.7,2,0
c-02393,control,0,0.0,178.5,2,0
c-02394,control,0,0.0,202.2,2,1
c-02395,control,1,95.28,122.2,2,1
c-02396,control,0,0.0,189.8,1,0
c-02397,control,0,0.0,177.6,5,0
c-02398,control,0,0.0,229.2,3,1
c-02399,control,0,0.0,158.4,1,0
c-02400,control,0,0.0,170.3,3,0
c-02401,control,0,0.0,222.4,6,1
c-02402,control,0,0.0,176.3,2,0
c-02403,control,0,0.0,135.6,0,0
c-02404,control,0,0.0,282.1,2,0
c-02405,control,0,0.0,136.9,5,0
c-02406,control,0,0.0,177.4,6,0
c-02407,control,0,0.0,193.9,3,0
c-02408,control,0,0.0,190.7,2,1
c-02409,control,1,60.7,172.4,2,0
c-02410,control,0,0.0,172.6,2,0
c-02411,control,1,90.73,170.6,6,0
c-02412,control,0,0.0,135.4,2,1
c-02413,control,0,0.0,266.0,3,0
c-02414,control,0,0.0,171.2,1,0
c-02415,control,0,0.0,203.9,3,0
c-02416,control,0,0.0,166.6,0,0
c-02417,control,0,0.0,165.8,3,0
c-02418,control,0,0.0,161.8,2,0
c-02419,control,1,55.07,118.0,3,1
c-02420,control,0,0.0,173.6,3,1
c-02421,control,0,0.0,163.7,6,0
c-02422,control,0,0.0,226.9,4,1
c-02423,control,0,0.0,132.1,4,1
c-02424,control,1,50.74,156.9,3,0
c-02425,control,0,0.0,144.1,3,0
c-02426,control,0,0.0,237.7,1,0
c-02427,control,0,0.0,145.2,3,0
c-02428,control,0,0.0,202.5,3,1
c-02429,control,0,0.0,218.8,1,0
c-02430,control,0,0.0,174.2,5,0
c-02431,control,0,0.0,124.9,5,0
c-02432,control,0,0.0,125.4,4,0
c-02433,control,0,0.0,214.4,5,1
c-02434,control,0,0.0,129.6,3,0
c-02435,control,1,32.09,195.7,4,0
c-02436,control,0,0.0,184.6,2,1
c-02437,control,0,0.0,195.1,4,1
c-02438,control,0,0.0,198.9,2,0
c-02439,control,0,0.0,142.7,8,0
c-02440,control,1,49.17,141.0,4,1
c-02441,control,0,0.0,208.6,8,0
c-02442,control,0,0.0,154.8,3,1
c-02443,control,0,0.0,70.0,5,1
c-02444,control,0,0.0,206.0,3,1
c-02445,control,0,0.0,138.5,5,1
c-02446,control,0,0.0,198.7,2,1
c-02447,control,0,0.0,235.7,4,0
c-02448,control,0,0.0,180.7,3,1
c-02449,control,0,0.0,219.8,0,1
c-02450,control,0,0.0,186.2,3,0
c-02451,control,0,0.0,243.5,5,1
c-02452,control,0,0.0,137.5,2,1
c-02453,control,0,0.0,179.7,2,1
c-02454,control,0,0.0,206.9,4,0
c-02455,control,0,0.0,172.4,3,0
c-02456,control,0,0.0,226.1,2,1
c-02457,control,0,0.0,162.7,1,1
c-02458,control,0,0.0,262.8,3,0
c-02459,control,0,0.0,264.9,4,0
c-02460,control,0,0.0,191.3,3,1
c-02461,control,0,0.0,202.1,1,0
c-02462,control,0,0.0,227.7,8,1
c-02463,control,0,0.0,132.5,5,1
c-02464,control,0,0.0,127.5,3,0
c-02465,control,0,0.0,230.3,2,1
c-02466,control,0,0.0,191.0,2,0
c-02467,control,0,0.0,170.9,1,0
c-02468,control,0,0.0,180.4,2,0
c-02469,control,0,0.0,84.6,1,0
c-02470,control,0,0.0,172.4,0,1
c-02471,control,0,0.0,149.9,4,0
c-02472,control,0,0.0,216.7,7,1
c-02473,control,0,0.0,219.8,4,0
c-02474,control,0,0.0,203.1,2,1
c-02475,control,0,0.0,195.8,3,0
c-02476,control,0,0.0,120.1,4,0
c-02477,control,0,0.0,203.6,4,0
c-02478,control,0,0.0,205.2,0,0
c-02479,control,1,49.2,229.8,4,0
c-02480,control,0,0.0,264.7,3,1
c-02481,control,0,0.0,112.3,2,1
c-02482,control,0,0.0,164.5,4,0
c-02483,control,0,0.0,150.3,2,0
c-02484,control,0,0.0,186.9,3,0
c-02485,control,0,0.0,180.5,3,1
c-02486,control,0,0.0,170.6,4,1
c-02487,control,0,0.0,221.1,3,0
c-02488,control,0,0.0,135.9,6,0
c-02489,control,0,0.0,138.4,1,0
c-02490,control,1,26.44,139.0,1,0
c-02491,control,0,0.0,165.6,5,0
c-02492,control,0,0.0,130.9,4,0
c-02493,control,1,38.37,178.1,4,1
c-02494,control,0,0.0,173.4,2,0
c-02495,control,0,0.0,148.5,5,1
c-02496,control,0,0.0,215.0,8,1
c-02497,control,0,0.0,177.6,7,0
c-02498,control,0,0.0,222.5,3,0
c-02499,control,0,0.0,172.2,2,0
c-02500,control,0,0.0,179.0,0,1
c-02501,control,0,0.0,157.5,5,0
c-02502,control,1,42.29,179.7,4,1
c-02503,control,0,0.0,208.5,4,1
c-02504,control,0,0.0,163.5,3,0
c-02505,control,0,0.0,200.7,2,0
c-02506,control,1,58.91,147.5,5,0
c-02507,control,1,60.2,210.4,5,0
c-02508,control,0,0.0,156.8,1,0
c-02509,control,0,0.0,214.1,3,1
c-02510,control,0,0.0,182.4,3,0
c-02511,control,0,0.0,240.8,2,0
c-02512,control,0,0.0,133.8,8,1
c-02513,control,0,0.0,121.0,5,1
c-02514,control,0,0.0,155.4,4,0
c-02515,control,0,0.0,124.6,3,0
c-02516,control,0,0.0,124.7,3,1
c-02517,control,0,0.0,204.9,3,0
c-02518,control,0,0.0,179.8,4,0
c-02519,control,0,0.0,160.8,3,1
c-02520,control,0,0.0,164.5,7,1
c-02521,control,0,0.0,156.1,3,0
c-02522,control,0,0.0,246.0,5,0
c-02523,control,0,0.0,150.6,1,1
c-02524,control,1,37.65,127.1,1,0
c-02525,control,0,0.0,211.8,6,1
c-02526,control,1,60.4,171.4,3,0
c-02527,control,1,45.06,261.6,3,1
c-02528,control,0,0.0,159.0,5,1
c-02529,control,0,0.0,213.8,0,0
c-02530,control,0,0.0,223.3,1,1
c-02531,control,0,0.0,159.1,1,0
c-02532,control,0,0.0,150.3,2,1
c-02533,control,0,0.0,209.7,1,1
c-02534,control,1,13.45,203.0,1,1
c-02535,control,0,0.0,123.6,3,0
c-02536,control,0,0.0,134.9,3,1
c-02537,control,0,0.0,78.5,5,1
c-02538,control,0,0.0,203.8,1,0
c-02539,control,0,0.0,169.5,3,1
c-02540,control,0,0.0,173.5,3,0
c-02541,control,0,0.0,112.3,0,1
c-02542,control,0,0.0,136.1,5,1
c-02543,control,0,0.0,160.9,0,0
c-02544,control,0,0.0,153.1,2,0
c-02545,control,0,0.0,184.7,2,1
c-02546,control,1,39.33,203.3,4,0
c-02547,control,0,0.0,270.8,4,0
c-02548,control,0,0.0,179.2,1,0
c-02549,control,0,0.0,224.6,2,0
c-02550,control,0,0.0,146.8,0,0
c-02551,control,0,0.0,113.0,5,0
c-02552,control,0,0.0,165.9,2,1
c-02553,control,1,79.48,116.1,5,1
c-02554,control,0,0.0,180.6,7,1
c-02555,control,0,0.0,148.8,3,0
c-02556,control,0,0.0,101.8,2,1
c-02557,control,0,0.0,249.4,2,0
c-02558,control,0,0.0,158.5,2,1
c-02559,control,0,0.0,114.5,3,1
c-02560,control,0,0.0,215.9,2,0
c-02561,control,0,0.0,150.9,3,1
c-02562,control,0,0.0,223.6,2,1
c-02563,control,0,0.0,150.7,4,0
c-02564,control,0,0.0,158.4,7,1
c-02565,control,0,0.0,193.8,4,1
c-02566,control,0,0.0,203.7,2,0
c-02567,control,0,0.0,210.7,6,0
c-02568,control,0,0.0,176.4,5,1
c-02569,control,1,22.95,201.1,7,1
c-02570,control,0,0.0,209.8,4,0
c-02571,control,0,0.0,188.0,3,0
c-02572,control,0,0.0,174.3,6,0
c-02573,control,0,0.0,122.2,3,0
c-02574,control,0,0.0,204.0,2,0
c-02575,control,0,0.0,181.7,3,0
c-02576,control,0,0.0,163.5,3,1
c-02577,control,0,0.0,231.1,3,0
c-02578,control,0,0.0,122.9,2,1
c-02579,control,1,51.46,245.8,2,1
c-02580,control,0,0.0,179.1,4,1
c-02581,control,0,0.0,192.7,4,1
c-02582,control,0,0.0,164.2,1,1
c-02583,control,0,0.0,113.3,1,0
c-02584,control,0,0.0,174.4,2,0
c-02585,control,0,0.0,193.4,3,0
c-02586,control,0,0.0,207.0,1,0
c-02587,control,0,0.0,172.1,4,0
c-02588,control,0,0.0,92.3,4,0
c-02589,control,0,0.0,118.3,7,0
c-02590,control,0,0.0,262.1,4,0
c-02591,control,0,0.0,136.3,2,1
c-02592,control,0,0.0,237.1,1,1
c-02593,control,0,0.0,142.6,4,0
c-02594,control,0,0.0,172.7,4,0
c-02595,control,1,99.82,205.0,2,0
c-02596,control,0,0.0,147.2,1,0
c-02597,control,0,0.0,243.7,5,1
c-02598,control,1,34.73,183.0,2,0
c-02599,control,1,48.96,198.4,5,0
c-02600,control,0,0.0,169.3,2,1
c-02601,control,0,0.0,206.3,6,0
c-02602,control,0,0.0,243.2,1,0
c-02603,control,0,0.0,174.7,1,0
c-02604,control,0,0.0,249.2,5,0
c-02605,control,0,0.0,155.5,4,0
c-02606,control,0,0.0,210.6,2,1
c-02607,control,0,0.0,199.6,2,0
c-02608,control,0,0.0,137.3,5,0
c-02609,control,0,0.0,188.6,1,1
c-02610,control,0,0.0,180.3,3,0
c-02611,control,0,0.0,145.9,2,0
c-02612,control,0,0.0,194.3,2,1
c-02613,control,0,0.0,185.9,6,1
c-02614,control,0,0.0,177.1,2,1
c-02615,control,0,0.0,177.3,4,0
c-02616,control,0,0.0,176.4,1,0
c-02617,control,0,0.0,165.3,4,0
c-02618,control,0,0.0,185.6,2,0
c-02619,control,1,27.2,154.2,2,0
c-02620,control,0,0.0,286.3,0,0
c-02621,control,1,101.72,123.6,5,1
c-02622,control,0,0.0,156.6,1,1
c-02623,control,1,47.11,159.8,3,0
c-02624,control,0,0.0,261.6,2,0
c-02625,control,0,0.0,127.2,1,0
c-02626,control,0,0.0,197.0,2,1
c-02627,control,0,0.0,189.9,3,0
c-02628,control,0,0.0,193.3,2,1
c-02629,control,0,0.0,229.5,2,0
c-02630,control,0,0.0,228.6,5,1
c-02631,control,0,0.0,162.0,3,1
c-02632,control,0,0.0,187.8,2,0
c-02633,control,0,0.0,105.4,3,1
c-02634,control,0,0.0,184.0,1,1
c-02635,control,0,0.0,148.2,2,0
c-02636,control,0,0.0,172.5,4,0
c-02637,control,0,0.0,112.6,5,0
c-02638,control,0,0.0,196.2,4,0
c-02639,control,0,0.0,112.1,3,1
c-02640,control,0,0.0,185.9,5,0
c-02641,control,0,0.0,130.9,0,1
c-02642,control,0,0.0,146.0,1,1
c-02643,control,0,0.0,226.2,3,0
c-02644,control,0,0.0,203.5,1,0
c-02645,control,0,0.0,226.0,4,1
c-02646,control,0,0.0,242.4,7,0
c-02647,control,0,0.0,149.1,6,0
c-02648,control,0,0.0,240.0,3,1
c-02649,control,0,0.0,121.4,6,0
c-02650,control,1,49.95,209.8,7,1
c-02651,control,0,0.0,160.3,5,0
c-02652,control,0,0.0,142.8,4,1
c-02653,control,0,0.0,204.6,3,1
c-02654,control,0,0.0,217.8,0,0
c-02655,control,1,89.97,216.6,3,0
c-02656,control,0,0.0,188.6,4,0
c-02657,control,0,0.0,185.3,3,1
c-02658,control,0,0.0,201.1,4,0
c-02659,control,0,0.0,192.2,3,0
c-02660,control,0,0.0,201.7,4,1
c-02661,control,0,0.0,188.2,2,1
c-02662,control,0,0.0,213.7,4,0
c-02663,control,0,0.0,114.9,2,1
c-02664,control,0,0.0,174.7,2,1
c-02665,control,0,0.0,124.6,2,0
c-02666,control,0,0.0,191.1,4,1
c-02667,control,0,0.0,245.7,0,1
c-02668,control,0,0.0,161.0,7,1
c-02669,control,0,0.0,185.1,8,1
c-02670,control,0,0.0,210.3,3,0
c-02671,control,0,0.0,97.3,4,0
c-02672,control,0,0.0,159.1,1,1
c-02673,control,0,0.0,194.6,3,0
c-02674,control,0,0.0,64.1,2,0
c-02675,control,0,0.0,140.9,1,1
c-02676,control,0,0.0,224.0,4,0
c-02677,control,0,0.0,220.1,3,0
c-02678,control,0,0.0,195.0,7,0
c-02679,control,0,0.0,215.3,2,0
c-02680,control,0,0.0,188.6,2,0
c-02681,control,0,0.0,202.2,4,0
c-02682,control,0,0.0,167.4,4,0
c-02683,control,0,0.0,184.6,3,0
c-02684,control,0,0.0,154.7,3,1
c-02685,control,0,0.0,230.5,4,1
c-02686,control,0,0.0,240.9,5,0
c-02687,control,0,0.0,235.2,2,0
c-02688,control,0,0.0,163.7,3,0
c-02689,control,0,0.0,141.8,3,0
c-02690,control,1,65.87,231.1,7,1
c-02691,control,0,0.0,201.8,5,0
c-02692,control,0,0.0,193.1,9,0
c-02693,control,1,32.98,154.7,4,1
c-02694,control,0,0.0,197.0,2,1
c-02695,control,0,0.0,136.6,1,0
c-02696,control,0,0.0,205.4,2,1
c-02697,control,0,0.0,235.2,1,0
c-02698,control,0,0.0,245.2,0,1
c-02699,control,0,0.0,208.3,4,0
c-02700,control,0,0.0,124.7,3,0
c-02701,control,0,0.0,187.9,2,0
c-02702,control,0,0.0,265.6,4,0
c-02703,control,0,0.0,145.3,5,0
c-02704,control,0,0.0,177.6,4,1
c-02705,control,0,0.0,236.5,4,0
c-02706,control,0,0.0,204.7,1,1
c-02707,control,0,0.0,279.2,3,0
c-02708,control,0,0.0,150.7,2,1
c-02709,control,0,0.0,140.4,4,0
c-02710,control,1,36.55,229.0,4,0
c-02711,control,0,0.0,132.2,5,0
c-02712,control,0,0.0,172.1,5,0
c-02713,control,0,0.0,177.4,0,0
c-02714,control,0,0.0,221.4,2,1
c-02715,control,0,0.0,204.6,2,0
c-02716,control,0,0.0,198.3,4,0
c-02717,control,1,61.11,163.9,3,0
c-02718,control,0,0.0,228.6,3,1
c-02719,control,0,0.0,341.0,1,0
c-02720,control,0,0.0,207.7,3,0
c-02721,control,0,0.0,184.0,3,0
c-02722,control,0,0.0,128.1,4,1
c-02723,control,0,0.0,154.5,2,1
c-02724,control,0,0.0,171.5,4,0
c-02725,control,0,0.0,158.6,2,0
c-02726,control,0,0.0,179.4,2,0
c-02727,control,0,0.0,251.1,5,0
c-02728,control,0,0.0,229.9,3,1
c-02729,control,0,0.0,173.6,3,1
c-02730,control,0,0.0,131.7,1,0
c-02731,control,0,0.0,233.5,3,1
c-02732,control,0,0.0,178.0,4,0
c-02733,control,0,0.0,110.9,5,1
c-02734,control,0,0.0,208.5,4,1
c-02735,control,0,0.0,221.0,2,1
c-02736,control,0,0.0,83.0,2,0
c-02737,control,0,0.0,147.0,3,0
c-02738,control,0,0.0,175.6,3,0
c-02739,control,0,0.0,209.4,6,0
c-02740,control,0,0.0,159.4,2,0
c-02741,control,0,0.0,146.7,5,1
c-02742,control,0,0.0,209.1,0,0
c-02743,control,0,0.0,161.3,7,0
c-02744,control,0,0.0,201.7,2,1
c-02745,control,0,0.0,135.5,1,0
c-02746,control,0,0.0,125.9,3,0
c-02747,control,0,0.0,210.2,6,0
c-02748,control,0,0.0,190.1,3,1
c-02749,control,0,0.0,216.9,6,0
c-02750,control,0,0.0,158.7,2,0
c-02751,control,0,0.0,148.2,3,0
c-02752,control,0,0.0,234.4,5,1
c-02753,control,0,0.0,119.1,1,1
c-02754,control,0,0.0,230.1,0,1
c-02755,control,0,0.0,232.8,4,0
c-02756,control,0,0.0,214.4,5,0
c-02757,control,0,0.0,152.5,7,0
c-02758,control,0,0.0,147.3,3,1
c-02759,control,0,0.0,171.6,3,0
c-02760,control,0,0.0,128.2,2,0
c-02761,control,1,36.93,141.5,4,0
c-02762,control,0,0.0,205.8,4,0
c-02763,control,0,0.0,206.0,3,1
c-02764,control,0,0.0,138.0,2,0
c-02765,control,1,18.86,207.0,1,1
c-02766,control,0,0.0,198.2,1,0
c-02767,control,0,0.0,240.4,2,0
c-02768,control,0,0.0,202.8,4,1
c-02769,control,1,47.75,222.3,9,0
c-02770,control,0,0.0,199.1,0,1
c-02771,control,0,0.0,219.2,1,0
c-02772,control,0,0.0,128.5,3,0
c-02773,control,0,0.0,175.1,4,0
c-02774,control,0,0.0,178.4,5,1
c-02775,control,0,0.0,170.3,4,1
c-02776,control,0,0.0,197.8,5,1
c-02777,control,0,0.0,205.4,5,1
c-02778,control,0,0.0,195.7,4,0
c-02779,control,0,0.0,172.9,4,1
c-02780,control,0,0.0,150.6,2,0
c-02781,control,0,0.0,223.9,6,1
c-02782,control,0,0.0,194.0,3,1
c-02783,control,0,0.0,139.3,2,0
c-02784,control,0,0.0,172.3,1,1
c-02785,control,0,0.0,110.3,4,1
c-02786,control,0,0.0,181.4,1,0
c-02787,control,0,0.0,172.1,3,1
c-02788,control,1,25.13,157.0,4,0
c-02789,control,0,0.0,243.4,2,1
c-02790,control,0,0.0,133.8,4,1
c-02791,control,0,0.0,208.3,2,0
c-02792,control,0,0.0,267.5,1,0
c-02793,control,1,101.22,223.1,4,0
c-02794,control,0,0.0,178.7,4,1
c-02795,control,0,0.0,134.6,2,1
c-02796,control,0,0.0,125.5,2,1
c-02797,control,0,0.0,163.5,3,1
c-02798,control,0,0.0,152.5,3,1
c-02799,control,0,0.0,151.2,0,0
c-02800,control,1,52.96,166.9,3,1
c-02801,control,0,0.0,175.9,2,0
c-02802,control,0,0.0,199.4,1,0
c-02803,control,0,0.0,130.5,3,0
c-02804,control,0,0.0,152.7,1,0
c-02805,control,0,0.0,173.6,2,1
c-02806,control,0,0.0,172.2,3,0
c-02807,control,0,0.0,253.5,0,0
c-02808,control,0,0.0,189.3,2,0
c-02809,control,0,0.0,115.5,1,0
c-02810,control,0,0.0,196.7,1,0
c-02811,control,0,0.0,201.8,4,1
c-02812,control,0,0.0,175.0,3,0
c-02813,control,0,0.0,131.5,0,1
c-02814,control,0,0.0,250.3,6,0
c-02815,control,0,0.0,137.2,3,0
c-02816,control,0,0.0,206.4,1,1
c-02817,control,0,0.0,188.0,3,0
c-02818,control,0,0.0,204.0,3,0
c-02819,control,1,32.55,248.3,2,0
c-02820,control,0,0.0,202.5,5,1
c-02821,control,0,0.0,157.7,4,1
c-02822,control,0,0.0,224.2,3,0
c-02823,control,1,35.72,154.8,0,1
c-02824,control,1,20.9,186.5,2,0
c-02825,control,0,0.0,128.3,4,1
c-02826,control,0,0.0,138.7,3,1
c-02827,control,0,0.0,182.1,5,0
c-02828,control,0,0.0,194.7,3,0
c-02829,control,0,0.0,111.9,3,1
c-02830,control,0,0.0,199.9,1,0
c-02831,control,0,0.0,147.2,9,1
c-02832,control,0,0.0,231.2,3,0
