user_id,variant,converted,revenue,time_on_page_sec,events_count,bounce
t-00240,treatment,0,0.0,151.0,2,0
t-00241,treatment,0,0.0,135.9,2,1
t-00242,treatment,0,0.0,106.0,0,1
t-00243,treatment,0,0.0,36.3,2,0
t-00244,treatment,0,0.0,116.3,5,0
t-00245,treatment,0,0.0,126.3,2,0
t-00246,treatment,0,0.0,178.7,0,0
t-00247,treatment,0,0.0,79.6,1,0
t-00248,treatment,0,0.0,178.2,2,0
t-00249,treatment,0,0.0,113.5,3,1
t-00250,treatment,0,0.0,142.7,3,0
t-00251,treatment,0,0.0,44.8,3,1
t-00252,treatment,0,0.0,125.2,1,0
t-00253,treatment,0,0.0,110.7,1,0
t-00254,treatment,0,0.0,141.5,2,0
t-00255,treatment,0,0.0,123.7,2,1
t-00256,treatment,0,0.0,86.7,1,1
t-00257,treatment,0,0.0,149.4,1,0
t-00258,treatment,0,0.0,141.8,3,0
t-00259,treatment,0,0.0,138.9,5,0
t-00260,treatment,1,40.31,151.3,2,1
t-00261,treatment,0,0.0,154.0,2,0
t-00262,treatment,1,33.61,120.3,3,1
t-00263,treatment,0,0.0,80.3,1,0
t-00264,treatment,0,0.0,79.5,2,1
t-00265,treatment,0,0.0,161.5,0,0
t-00266,treatment,0,0.0,142.3,2,1
t-00267,treatment,0,0.0,124.1,1,0
t-00268,treatment,0,0.0,108.0,0,0
t-00269,treatment,0,0.0,121.9,1,0
t-00270,treatment,0,0.0,121.7,1,1
t-00271,treatment,0,0.0,110.9,3,0
t-00272,treatment,1,25.53,100.0,1,0
t-00273,treatment,0,0.0,185.9,0,1
t-00274,treatment,0,0.0,127.9,1,0
t-00275,treatment,1,27.71,102.8,1,0
t-00276,treatment,0,0.0,81.9,2,0
t-00277,treatment,0,0.0,99.2,1,1
t-00278,treatment,0,0.0,142.6,0,1
t-00279,treatment,0,0.0,143.8,2,0
t-00280,treatment,0,0.0,114.4,2,0
t-00281,treatment,0,0.0,122.6,3,0
t-00282,treatment,0,0.0,111.8,2,0
t-00283,treatment,0,0.0,87.8,2,0
t-00284,treatment,0,0.0,160.1,6,0
t-00285,treatment,1,48.27,132.2,1,0
t-00286,treatment,0,0.0,195.3,0,1
t-00287,treatment,0,0.0,98.3,1,0
t-00288,treatment,0,0.0,116.9,3,0
t-00289,treatment,1,44.81,147.5,1,0
t-00290,treatment,0,0.0,113.6,1,0
t-00291,treatment,0,0.0,79.4,2,1
t-00292,treatment,0,0.0,92.5,3,0
t-00293,treatment,0,0.0,124.0,2,0
t-00294,treatment,0,0.0,131.3,0,1
t-00295,treatment,0,0.0,118.2,3,0
t-00296,treatment,0,0.0,151.1,4,0
t-00297,treatment,0,0.0,150.8,1,1
t-00298,treatment,0,0.0,130.7,1,0
t-00299,treatment,0,0.0,121.8,1,1
t-00300,treatment,0,0.0,113.4,2,0
t-00301,treatment,0,0.0,137.5,1,0
t-00302,treatment,0,0.0,148.6,2,0
t-00303,treatment,0,0.0,122.8,1,0
t-00304,treatment,0,0.0,134.5,3,1
t-00305,treatment,0,0.0,111.3,0,1
t-00306,treatment,1,87.98,78.7,0,0
t-00307,treatment,0,0.0,91.0,3,1
t-00308,treatment,0,0.0,144.0,2,0
t-00309,treatment,0,0.0,134.4,2,0
t-00310,treatment,0,0.0,168.7,2,0
t-00311,treatment,0,0.0,122.7,1,1
t-00312,treatment,0,0.0,146.9,2,1
t-00313,treatment,0,0.0,160.7,1,1
t-00314,treatment,0,0.0,150.8,3,1
t-00315,treatment,0,0.0,102.7,1,0
t-00316,treatment,0,0.0,115.5,0,0
t-00317,treatment,0,0.0,124.9,1,0
t-00318,treatment,0,0.0,91.4,4,0
t-00319,treatment,0,0.0,135.2,2,1
t-00320,treatment,1,36.43,151.7,1,0
t-00321,treatment,0,0.0,106.6,4,1
t-00322,treatment,0,0.0,180.2,1,1
t-00323,treatment,0,0.0,112.3,1,1
t-00324,treatment,0,0.0,114.9,2,1
t-00325,treatment,0,0.0,113.9,2,0
t-00326,treatment,0,0.0,99.8,2,0
t-00327,treatment,0,0.0,133.5,3,1
t-00328,treatment,0,0.0,121.6,1,0
t-00329,treatment,0,0.0,170.8,1,1
t-00330,treatment,0,0.0,139.2,0,0
t-00331,treatment,0,0.0,137.1,4,1
t-00332,treatment,0,0.0,114.4,2,0
t-00333,treatment,0,0.0,78.6,1,1
t-00334,treatment,0,0.0,118.3,2,1
t-00335,treatment,0,0.0,95.5,2,0
t-00336,treatment,0,0.0,149.6,0,1
t-00337,treatment,0,0.0,120.1,2,1
t-00338,treatment,0,0.0,171.0,3,1
t-00339,treatment,1,84.74,143.1,1,0
t-00340,treatment,1,56.74,146.1,3,0
t-00341,treatment,0,0.0,127.9,2,0
t-00342,treatment,0,0.0,127.3,1,0
t-00343,treatment,0,0.0,140.6,2,1
t-00344,treatment,0,0.0,148.7,1,1
t-00345,treatment,1,49.78,99.7,1,1
t-00346,treatment,0,0.0,135.8,4,0
t-00347,treatment,0,0.0,199.6,4,0
t-00348,treatment,0,0.0,118.3,1,1
t-00349,treatment,0,0.0,113.3,1,1
t-00350,treatment,0,0.0,100.2,3,0
t-00351,treatment,0,0.0,77.5,0,0
t-00352,treatment,0,0.0,156.7,4,0
t-00353,treatment,0,0.0,122.8,1,1
t-00354,treatment,0,0.0,130.0,1,0
t-00355,treatment,0,0.0,176.3,3,1
t-00356,treatment,0,0.0,196.3,2,1
t-00357,treatment,0,0.0,94.3,4,0
t-00358,treatment,1,18.28,152.6,1,1
t-00359,treatment,0,0.0,139.7,2,0
t-00360,treatment,0,0.0,133.0,2,1
t-00361,treatment,0,0.0,135.4,0,0
t-00362,treatment,0,0.0,120.4,1,1
t-00363,treatment,0,0.0,168.7,4,0
t-00364,treatment,0,0.0,139.5,0,1
t-00365,treatment,0,0.0,131.4,1,0
t-00366,treatment,0,0.0,158.5,0,0
t-00367,treatment,0,0.0,148.0,5,1
t-00368,treatment,0,0.0,134.9,1,0
t-00369,treatment,0,0.0,130.9,1,1
t-00370,treatment,0,0.0,173.8,1,1
t-00371,treatment,0,0.0,136.4,3,1
t-00372,treatment,1,26.18,118.4,3,1
t-00373,treatment,1,72.29,95.4,3,1
t-00374,treatment,0,0.0,110.8,0,1
t-00375,treatment,0,0.0,89.6,1,0
t-00376,treatment,0,0.0,124.3,1,1
t-00377,treatment,0,0.0,128.8,2,1
t-00378,treatment,0,0.0,59.6,2,1
t-00379,treatment,0,0.0,121.6,3,0
t-00380,treatment,0,0.0,140.6,0,1
t-00381,treatment,0,0.0,126.1,3,0
t-00382,treatment,0,0.0,92.4,1,0
t-00383,treatment,0,0.0,159.1,0,0
t-00384,treatment,0,0.0,100.2,2,1
t-00385,treatment,1,100.37,84.2,1,0
t-00386,treatment,1,55.32,88.7,1,1
t-00387,treatment,1,73.06,120.6,2,0
t-00388,treatment,0,0.0,150.6,1,0
t-00389,treatment,0,0.0,156.0,1,1
t-00390,treatment,0,0.0,127.4,0,0
t-00391,treatment,0,0.0,85.3,0,0
t-00392,treatment,0,0.0,101.4,0,1
t-00393,treatment,0,0.0,94.1,1,0
t-00394,treatment,0,0.0,115.7,3,1
t-00395,treatment,0,0.0,67.8,1,0
t-00396,treatment,0,0.0,124.4,2,1
t-00397,treatment,0,0.0,140.4,1,0
t-00398,treatment,0,0.0,116.6,1,1
t-00399,treatment,0,0.0,134.8,3,0
